scientific_name,english_name,accession_number_for_main_haplotype,lineage,assessment_id,year_published,latest,category,criteria,pop_trend,locations,region,code,iucn_name,iucn_synonyms,gbif_synonyms,extended_lineage,biosample_accession,geo_location,latlon,biosample_provider,biosample_collectedby,biosample_comment,biosample_title,assembly_comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
Thunnus maccoyii,southern bluefin tuna,GCA_910596095.1,Fishes,170082633,2021,TRUE,EN,A1bd,Increasing,"South Africa, French Southern Territories, Brazil, Argentina, Indonesia, Australia, New Zealand, Madagascar, Uruguay, Namibia",Global,1,Thunnus maccoyii,"Thunnus phillipsi, Thynnus maccoyii, Thunnus thynnus",Thunnus thynnus maccoyii; Thynnus maccoyii; Thunnus maccoyi; Thunnus phillipsi; Thunnus maccoyii,Ray-finned fishes,SAMEA8654747,Tasmania | Pedra Branca,-43.85599658 146.9713294,NA,Pierre Feutry,NA,NA,"The assembly fThuMac1.1 is based on 46x PacBio data, 46x 10X Genomics Chromium data, BioNano data and Arima Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, short-read polishing using FreeBayes-called variants from 10X Genomics Chromium reads aligned with LongRanger, and Hi-C based scaffolding with SALSA2. The mitochondrial genome was assembled using MitoHifi. Finally, the assembly was analysed and manually improved using gEVAL. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Chromosome 1 contains a large inversion between sister chromatids at approximately 2.7-9.5Mb.",-43.85599658,146.9713294,FALSE,FALSE,results/species/Thunnus_maccoyii/range_raster.tif,results/species/Thunnus_maccoyii/range_raster_goode.tif,24.2361602314854,-37.6135319027665,FALSE,FALSE,FALSE,FALSE
Thunnus thynnus,northern bluefin tuna,GCA_963924715.1,Fishes,97778482,2015,TRUE,NT,NA,Decreasing,"Türkiye-in-Europe, Türkiye-in-Asia, Türkiye, Syrian Arab Republic, Palestine, State of, Lebanon, Israel, Cyprus, Tunisia, Morocco, Libya, Sinai, Egypt (African part), Egypt, Algeria, Northern Ireland, Great Britain, United Kingdom, Sweden, Italy, Isle of Man, Ireland, Hungary, Guernsey, Kriti, Greece (mainland), East Aegean Is., Greece, Gibraltar, Germany, France (mainland), Åland Islands, Albania, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Denmark, Estonia, Faroe Islands, Finland, France, Corsica, Italy (mainland), Sardegna, Sicilia, Jersey, Latvia, Lithuania, Malta, Monaco, Montenegro, Netherlands, Norway, Poland, Portugal, Azores, Madeira, Portugal (mainland), Selvagens, Romania, Slovenia, Spain, Baleares, Canary Is., Spain (mainland), Spanish North African Territories",Europe,2,Thunnus thynnus,"Thynnus mediterraneus, Thunnus vulgaris, Thynnus secundodorsalis, Thynnus linnei, Scomber thynnus, Orcynus thynnus , Thunnus thynnus ",Thunnus secundodorsalis; Thynnus thynnus; Albacora thynnus; Orcynus thynnus; Thunnus thynus; Thynnus secundo dorsalis; Thunnus thynnus thynnus; Thynnus secundodorsalis; Thynnus mediterraneus; Scomber thynnus; Thynnus linnei; Thynnus vulgaris; Thunnus vulgaris; Orcynus secondidorsalis; Thunnus thynnus,Ray-finned fishes,SAMEA111406335,South Ionian Sea | Central MED,not collected not collected,NA,"Laboratory of Genetics & Genomics of Marine Resources and Environment (GenoDREAM) Dept. Biological, Geological & Environmental Sciences (BiGeA) Alma Mater Studiorum - Università di Bologna",NA,NA,"The assembly fThuThy2.1 is based on 37x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation.",NA,NA,FALSE,FALSE,results/species/Thunnus_thynnus/range_raster.tif,results/species/Thunnus_thynnus/range_raster_goode.tif,-35.3734545759367,28.8416688739471,TRUE,FALSE,FALSE,FALSE
Tiliqua scincoides,blue-tongue skink,GCA_035046505.1,Reptiles,109481555,2017,TRUE,LC,NA,Stable,"Western Australia, Victoria, South Australia, Queensland, Northern Territory, New South Wales, Australia, Australian Capital Territory, Indonesia",Global,1,Tiliqua scincoides,Lacerta scincoides,Tiliqua whitii; Lacerta scincoides; Scincus crotaphomelas; Scincus tuberculatus; Cyclodus boddaertii; Tiliqua scincoides,Lepidosauria,SAMN37319749,"Australia: South Australia, near Adelaide",34.08575 S 139.05331 E,NA,NA,"The blue-tongued skink (Tiliqua scincoides) is a lizard species native to Australia as well Tanimbar Island in Maluku Province, Indonesia. As its name implies, this species has a blue tongue. This sample is from a male in Southern Australia, collected by Jessica Nowicki, and coordinated by Lauren O'Connell to generate a high-quality reference genome that is contributed to the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,-34.08575,139.05331,FALSE,FALSE,results/species/Tiliqua_scincoides/range_raster.tif,results/species/Tiliqua_scincoides/range_raster_goode.tif,141.665624717289,-24.6218887247522,FALSE,FALSE,FALSE,FALSE
Toxotes jaculatrix,banded archerfish,GCA_017976425.1,Fishes,2458352,2012,TRUE,LC,NA,Unknown,"Solomon Islands, Papua New Guinea, Australia, India, Northern Territory, Vanuatu, Palau",Global,1,Toxotes jaculatrix,Sciaena jaculatrix,Labrus jaculatrix; Toxotes jaculatrix; Sciaena jaculatrix; Toxotes jaculator,Ray-finned fishes,SAMN18445299,Singapore,1.3521 N 103.8198 E,"Institute of Molecular and Cell Biology, A*STAR",Byrappa Venkatesh,"The banded archerfish (Toxotes jaculatrix) is a perciform fish (incertae sedis in Carangimorphariae), found in Indo-Pacific and Oceanian waters, near river mouths. Its name is based on the method banded archerfish use to capture prey (from Wikipedia entry). These samples are from an adult collected by Byrappa Venkatesh in Singapore, to generate a high-quality reference for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Max Planck Institute in Dresden , lead by Gene Meyers, and coordinated with Richard Durbin and Erich D. Jarvis.",NA,NA,1.3521,103.8198,FALSE,FALSE,results/species/Toxotes_jaculatrix/range_raster.tif,results/species/Toxotes_jaculatrix/range_raster_goode.tif,123.999302783316,-1.82869649655008,TRUE,FALSE,FALSE,FALSE
Trachurus trachurus,Atlantic horse mackerel,GCA_905171665.2,Fishes,44767022,2015,TRUE,LC,NA,Stable,"United Kingdom, Ukraine, Türkiye, Tunisia, Syrian Arab Republic, Sweden, Spain, Slovenia, Romania, Portugal, Norway, Netherlands, Morocco, Montenegro, Gibraltar, Germany, France, Faroe Islands, Egypt, Denmark, Cyprus, Croatia, Canary Is., Bulgaria, Belgium, Algeria, Albania, Greece, Guernsey, Iceland, Ireland, Israel, Italy, Jersey, Lebanon, Libya, Madeira, Malta, Monaco",Europe,2,Trachurus trachurus,"Trachurus europaeus, Caranx trachurus, Scomber trachurus, Trachurus vulgaris",Trachurus europaeus; Trachurus saurus; Trachurus vulgaris; Scomber trachurus; Caranx trachurus; Trachurus trachurus,Ray-finned fishes,SAMEA7524396,Southampton Water,50.901563 -1.440836,NA,RUPERT A. COLLINS,NA,NA,"The assembly fTraTra1.2 is based on 105x PacBio data, 10X Genomics Chromium data, and Arima Hi-C data generated by the Darwin Tree of Life Project (https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with purge_dups, 10X based scaffolding with scaff10x, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds are named by synteny with medaka.",50.901563,-1.440836,FALSE,FALSE,results/species/Trachurus_trachurus/range_raster.tif,results/species/Trachurus_trachurus/range_raster_goode.tif,2.37199277931465,24.3732832848536,FALSE,FALSE,FALSE,FALSE
Trichechus inunguis,Amazon manatee,GCA_046562895.1,Mammals,43793736,2016,TRUE,VU,A3cd,Decreasing,"Colombia, Peru, Ecuador, Brazil, Guyana",Global,1,Trichechus inunguis,Manatus inunguis,Manatus australis; Manatus inunguis; Manatus exunguis; Trichecus inunguis; Trichechus inunguis,Mammals,SAMN44524440,"Brazil:Para, Porto de Moz",1.756 S 52.274 W,NA,"Renata Emin, Valiria Duarte Cerqueira, Cinthia Tavora, Matheus Barros,Tiago Felipe Santos, Marcio Alan, Amanda Vidal, Sibelle Vilaca","Trichechus inunguis is a species widely distributed in the Amazon Basin. Due to the cryptic behavior of the species, reliable abundance and density data are lacking. Historically, populations were more abundant than they are today. The main cause of the population decline was indiscriminate hunting that occurred since colonial Brazil. source: https://salve.icmbio.gov.br/ Please check the GBB Data Use Policy on https://www.itv.org/en/genomics-of-the-brazilian-biodiversity-gbb/ for questions about the use of the data generated",NA,NA,-1.756,-52.274,FALSE,FALSE,results/species/Trichechus_inunguis/range_raster.tif,results/species/Trichechus_inunguis/range_raster_goode.tif,-64.5519965888897,-3.55167674874852,FALSE,FALSE,FALSE,FALSE
Trichomycterus rosablanca,Rosablanca cavefish,GCA_030014385.1,Fishes,181733936,2021,TRUE,VU,D1,Unknown,"Colombia (mainland), Colombia",Global,1,Trichomycterus rosablanca, ,Trichomycterus rosablanca,Ray-finned fishes,SAMN32755940,"Colombia: Andes Mountains, Santander",6 N 73 W,Universidad de los Andes,Mauricio Torres,"Trichomycterus rosablanca is a new troglobitic catfish species from caves in southeastern Santander, Colombia. These caves are drained by the Carare River of the Magdalena River basin. The new species is characterized by the advanced condition in the typical troglomorphisms found in other congeneric cave-dwelling species, such as absence of eyes and pigmentation (written by Carlos DoNascimiento 2018, Biota Colombiana). This sample is from a male found in Andes caves in Santander, Colombia, collected by Mauricio Torres and coordinated by Daniel Cadena to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP) and a Colombia Genomes Project. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,"The following regions are of undetermined order and orientation: Chromosome 4 - 9.5-17.5 Mb, Chromosome 9 - 1-4 Mb, Chromosome 10 - 6-10 Mb, Chromosome 14 - 17-35 Mb.",6,-73,FALSE,FALSE,results/species/Trichomycterus_rosablanca/range_raster.tif,results/species/Trichomycterus_rosablanca/range_raster_goode.tif,-73.7663003211586,6.09321728759648,TRUE,FALSE,FALSE,FALSE
Trichosurus vulpecula,common brushtail possum,GCA_011100635.1,Mammals,21952080,2016,TRUE,LC,NA,Decreasing,"New Zealand, Australia",Global,1,Trichosurus vulpecula,Didelphis vulpecula,Trichosurus vulpecula; Didelphis vulpecula,Mammals,SAMN12629507,"New Zealand: Sandymount, Otago Peninsula (Trap 21)",45.891340 S 170.657015 E,University of Otago,"Tim Hore, Mel Laird, Sol Wogan",NA,NA,This assembly represents the principal haplotype of the diploid genome Trichosurus vulpecula and includes the chromosomes. The alternate haplotype sequences are in WGS project JAANDF000000000,-45.89134,170.657015,FALSE,FALSE,results/species/Trichosurus_vulpecula/range_raster.tif,results/species/Trichosurus_vulpecula/range_raster_goode.tif,141.897594968646,-25.2151444150349,TRUE,FALSE,FALSE,FALSE
Trididemnum clinides,Trididemnum clinides,GCA_963675345.1,Invertebrates,NA,NA,NA,NE,NA,NA,NA,NA,NA,Trididemnum clinides,NA,Trididemnum clinides,Other Deurostomes,SAMEA9873882,Okinawa|Motobu|Back Reef at Bise,26.70833333 127.8777778,NA,EUICHI HIROSE,NA,NA,"The assembly kaTriClin1.1 is based on 27x PacBio data and Arima2 Hi-C data generated by the Aquatic Symbiosis Genomics Project (https://www.aquaticsymbiosisgenomics.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",26.70833333,127.8777778,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Triturus cristatus,warty newt,GCA_964204655.1,Amphibians,200183152,2024,TRUE,LC,NA,Decreasing,"France, Austria, Finland, Belgium, Moldova, Russian Federation, Czechia, Denmark, Estonia, Serbia, Germany, Luxembourg, Hungary, Switzerland, Norway, Latvia, United Kingdom, Netherlands, Slovakia, Romania, Liechtenstein, Lithuania, Poland, Sweden, Ukraine, Belarus, France (mainland), European Russia, East European Russia, Jersey, Central European Russia, North European Russia, Northwest European Russia, Serbia, South European Russia, Ukraine (main part), Great Britain, Bulgaria, Kaliningrad",Europe,2,Triturus cristatus,"Triton cristatus, Molge cristata",Triturus cristatus; Salamandra platyura; Molge palustris leydigi; Molge palustris icterica; Lacertus aquatilis; Lacerta lacustris; Triton bibronii; Molge palustris olivacea; Triturus cristatus cristatus; Triton americanus; Salamandra laticaudata; Molge cristata flavigastra; Lacerta porosa; Triton cristatus; Triton cristatus luteiventris; Triton cristatus icterica; Triton cristatus nigriventris; Hemisalamandra cristata; Lacerta americana; Molge cristata; Salamandra cristata,Amphibians,SAMEA112468129,England|Hampshire|The Wakes,51.09755 -0.94432,NA,JEFF STREICHER|STEPHANIE HOLT,NA,NA,"The assembly aTriCri1.1 is based on 36x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. one arm of chromosome 1 ( chromosome 1_1) has half-coverage, which might be a very heterozygous region.",51.09755,-0.94432,FALSE,FALSE,results/species/Triturus_cristatus/range_raster.tif,results/species/Triturus_cristatus/range_raster_goode.tif,27.3919651141438,53.1764925545894,FALSE,FALSE,FALSE,FALSE
Trogon surrucura,surucua trogon,GCA_020746105.1,Birds,264119675,2024,TRUE,LC,NA,Decreasing,"Argentina, Paraguay, Brazil",Global,1,Trogon surrucura, ,Trogon surrucura,Birds,SAMN22550082,"Argentina: Posadas, Misiones",26.955278 S 55.087778 W,Smithsonian,D. A. Banin,"The surucua trogon (Ciconia maguari) is a colorful trogon species found in humid forest of southeast South America. Trogon in Greek means ""nibbling"" and refers to the fact that these birds gnaw holes in trees to make their nests (from Wikipedia entry). This sample is from a female collected by D. A. Banin in 1995, stored by the Smithsonian Institute. It was further procured by Gary Graves of the Smithsonian Museum in Washington D.C., to generate a high-quality reference for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, lead by Olivier Fedrigo and Erich D. Jarvis, with support from Tom Gilbert and Jarvis.",NA,NA,-26.955278,-55.087778,FALSE,FALSE,results/species/Trogon_surrucura/range_raster.tif,results/species/Trogon_surrucura/range_raster_goode.tif,-50.9598386694588,-22.889870691552,FALSE,FALSE,FALSE,FALSE
Tupaia tana,large treeshrew,GCA_026018925.1,Mammals,229492631,2023,TRUE,LC,NA,Decreasing,"Brunei Darussalam, Indonesia, Malaysia, Sarawak, Kalimantan, Sumatera, Sabah",Global,1,Tupaia tana,"Tupaia tana, Tana tana, Tupaia  tana, Tana  tana , Tana  paitana, Tana  lingae, Tana  cervicalis , Tupaia  cervicalis, Tupaia  sirhassenensis, Tupaia  bunoae, Cladobates  speciosus",Tupaia tana,Mammals,SAMN07678117,NA,NA,"Dr. Oliver Ryder, San Diego Zoo Institute for Conservation Research",NA,NA,NA,NA,NA,NA,FALSE,TRUE,results/species/Tupaia_tana/range_raster.tif,results/species/Tupaia_tana/range_raster_goode.tif,109.564466043313,0.7017702575874,TRUE,FALSE,FALSE,FALSE
