"","scientific_name","iucn_name","assessment_id","category","criteria","pop_trend","locations","year_published","latest","gbif_synonyms","iucn_synonyms","lineage","extended_lineage","english_name","accession_number_for_main_haplotype","biosample_accession","geo_location","latlon","biosample_provider","biosample_collectedby","biosample_comment","assembly_comments","sampling_lat","sampling_lon","vague_location_flag","missing_sampling_location_flag","raster_path_ea","raster_path_goode","centroid_lon","centroid_lat","outside_range_flag","missing_range_flag","zoo_flag","domesticated_flag","priority","map_notes","use_coord"
"525","Strigops habroptilus","Strigops habroptilus",129751169,"CR","A2be","Increasing","New Zealand",2018,TRUE,"Strigops habroptilus error; Strigops habroptilus; Stringops habroptilus; Strigops habroptila","Strigops habroptila","Birds","Birds","kakapo","GCA_004027225.2","SAMN09948751","New Zealand: Anchor Island","45.757406 S 166.504927 E","Department of Conservation, New Zealand","Tim Raemaekers, Daryl Eason, Andrew Digby of Department of Conservation, New Zealand","The data from this BioSample are currently under a G10K-VGP publication embargo until removed from this description, following the G10K data use policy at the following URL: https://genome10k.soe.ucsc.edu/about/data_use_policy. The Kakapo parrot is one of the most critically endangered birds, with 148 animals left as of the date of this submission. It is Native to New Zealand. This sample from a female named Jane has been collected as part of the G10K-VGP Project, avian B10K Project, and the Kakapo Genetic Recovery Project. Her blood sample was collected while she as alive in the wild on Anchor Island, New Zealand, in 2013, 2016, and 2017 by Tim Raemaekers, Daryl Eason, and Andrew Digby, in collaboration with the Department of Conservation, New Zealand. The samples were prepared by Jason Howard in the lab of Erich Jarvis. Jason was responsible for bringing a group of people together to have the Kakapo genome sequenced.","The chromosome names were updated in August 2019 when the sex chromosomes were identified. Former chromosome 3 is chromosome Z, former chromosome 13 is chromosome W, and the remaining former chromosomes 3-26 were renamed sequentially to chromosomes 4-24 (4-12 are now 3-11, and 14-26 are now 12-24, respectively).

This is an updated assembly of GCA_004027225.1. New Hi-C mapping tools (HiGlass) and experience of the VGP with bird genomes were used to re-curate the assembly (using gEVAL), where nearly all previously unlocalized scaffolds are now assembled into their respective chromosomes

This assembly represents the principal haplotype of the diploid genome Strigops habroptila and includes the chromosomes. The alternate haplotype sequences are in WGS project RXXF00000000.",-45.757406,166.504927,FALSE,FALSE,"results/species/Strigops_habroptilus/range_raster.tif","results/species/Strigops_habroptilus/range_raster_goode.tif",167.558686784791,-45.4576074847456,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"526","Strix aluco","Strix aluco",264546097,"LC",NA,"Stable","Estonia, Ukraine, Denmark, Belgium, Pakistan, Russian Federation, Serbia, Luxembourg, Iraq, Lebanon, Andorra, Israel, Türkiye, Turkmenistan, Croatia, Iran, Islamic Republic of, Bosnia and Herzegovina, France, Belarus, Morocco, Spain, Slovakia, Switzerland, North Macedonia, Liechtenstein, Central Asian Russia, United Kingdom, Latvia, Portugal, Uzbekistan, Poland, Germany, Austria, Algeria, Romania, Tunisia, European Russia, Czechia, Hungary, Slovenia, Palestine, State of, Sweden, Greece, Jordan, Netherlands, Armenia, Moldova, Azerbaijan, Kyrgyzstan, Syrian Arab Republic, Italy, China, Finland, Norway, Georgia, Afghanistan, Tajikistan, Lithuania, Kazakhstan, Bulgaria, Albania, Montenegro",2024,TRUE,"Strix aluco; Syrnium stridulum; Strix stridula",NA,"Birds","Birds","tawny owl","GCA_031877795.1","SAMN37055808","Spain: San Sebastian",NA,"Tom Gilbert: University of Copenhagen","Nerea Pagaldai","The tawny owl (Strix aluco) is commonly found in woodlands across Europe to western Siberia. It typically makes its nest in a tree hole where it can protect its eggs and young against potential predators. It is able to hunt successfully at night because of its vision and hearing adaptations and its ability to fly silently. This sample is from a female in San Sebastian, Spain, collected by Nerea Pagaldai, coordinated by Tom Gilbert, and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,43.3224219,-1.9838889,FALSE,FALSE,"results/species/Strix_aluco/range_raster.tif","results/species/Strix_aluco/range_raster_goode.tif",31.0031420311,47.8257343377077,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"527","Styela clava","Styela clava",NA,"NE",NA,NA,NA,NA,NA,"Styela clava; Styela mammiculata; Styela barnharti; Tethyum clava; Botryorchis clava",NA,"Invertebrates","Other Deurostomes","leathery sea squirt","GCA_964204865.1","SAMEA7536473","Devon | Plymouth | Queen Anne's Battery Marina visitors' pontoon","50.36446 -4.13208",NA,"JOHN BISHOP | JOANNA HARLEY | ROB MROWICKI | CHRIS WOOD",NA,"The assembly kaStyClav1.hap1.1 is based on 75x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.36446,-4.13208,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,6,NA,"sampling"
"528","Sylvia atricapilla","Sylvia atricapilla",166384785,"LC",NA,"Increasing","United Kingdom, Türkiye, Switzerland, Cyprus, Belarus, Bulgaria, North Macedonia, Netherlands, Ukraine, Poland, Faroe Islands, Andorra, Azerbaijan, Liechtenstein, Albania, Finland, Latvia, Portugal, Spain, Estonia, Germany, Lithuania, Svalbard and Jan Mayen, Luxembourg, Armenia, Bosnia and Herzegovina, Canary Is., Czechia, Russian Federation, Slovakia, European Russia, Norway, Denmark, Iceland, Greenland, Montenegro, Hungary, Gibraltar, Malta, Croatia, Greece, Romania, Moldova, Italy, Georgia, Belgium, Sweden, Serbia, France, Austria, Slovenia, Ireland",2021,TRUE,"Motacilla atricapilla; Sylvia atricapilla",NA,"Birds","Birds","European blackcap","GCA_009819655.1","SAMN12369542","Spain: Tarifa","36.01393 N 5.60695 W","Miriam Liedvogel, MPI Evolutionary Biology","Miriam Liedvogel","European Blackcaps show large variability in migratory phenotypes (and little else), including propensity to migrate, distance and direction. Blackcaps are a perfect system to study the genetics of migration. This sample (Permit# AZ 3104-4/021/0033, Funding : Max Planck Society, Grant ID : MPRG grant to ML) was collected within the core line of research in the Liedvogel Lab, MPI Evolutionary Biology, studying the genomic architecture of migratory traits, and used to generate chromosomal reference assembly as part of the G10K-VGP Project and the B10K Project.","This assembly represents the principal haplotype of the diploid genome Sylvia atricapilla and includes the chromosomes. The alternate haplotype sequences are in WGS project WNMZ00000000",36.01393,-5.60695,FALSE,FALSE,"results/species/Sylvia_atricapilla/range_raster.tif","results/species/Sylvia_atricapilla/range_raster_goode.tif",15.3543888270031,30.1332070363451,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"529","Sylvia borin","Sylvia borin",264550759,"LC",NA,"Decreasing","Chad, Iceland, Burundi, Kyrgyzstan, Serbia, Oman, Côte d'Ivoire, Latvia, Malawi, Uzbekistan, Bahrain, Mauritania, Norway, Azerbaijan, Somalia, Zimbabwe, Russian Federation, Portugal, Poland, Eswatini, Spain, Sudan, Saudi Arabia, Togo, Czechia, Gabon, Lebanon, Cyprus, Guinea-Bissau, Faroe Islands, Liechtenstein, Canary Is., Rwanda, Jordan, Cameroon, Morocco, Western Sahara, Uganda, Romania, Slovakia, Congo, The Democratic Republic of the, Yemen, Kenya, United Kingdom, Bosnia and Herzegovina, Armenia, Angola, Germany, Nigeria, Finland, France, United Arab Emirates, Algeria, Egypt, Lithuania, Greece, Andorra, Sierra Leone, Eastern Asian Russia, Ireland, Ukraine, Slovenia, Bulgaria, Albania, Montenegro, Djibouti, Tanzania, United Republic of, Mali, Estonia, Burkina Faso, South Sudan, Palestine, State of, Malta, Turkmenistan, Libya, Senegal, Botswana, Netherlands, Iran, Islamic Republic of, Liberia, Georgia, Eritrea, Tunisia, Namibia, South Africa, Denmark, Hungary, Sao Tome and Principe, Ethiopia, Congo, Central Asian Russia, Israel, Zambia, Kuwait, Syrian Arab Republic, Afghanistan, Ghana, Svalbard and Jan Mayen, Equatorial Guinea, Austria, Moldova, Belarus, Kazakhstan, Gambia, Croatia, North Macedonia, Belgium, Switzerland, Niger, Luxembourg, Iraq, Türkiye, Central African Republic, Benin, Italy, Guinea, European Russia, Mozambique, Sweden",2024,TRUE,"Motacilla borin; Motacilla spec; Sylvia borin",NA,"Birds","Birds","garden warbler","GCA_014839755.1","SAMN12618613","Italy: Ponza Island","40.9293 N 12.949173 E","Konrad Lorenz Institute, Austria","Julia Slezacek","The garden warbler (Sylvia borin) is songbird, and one of the most studied for it migratory behavior between its breeding grounds in Europe to its wintering grounds in central Africa. During migration, they can metabolize up to 19% of their breast muscle and 39% of their digestive tract. They also have a rich diverse song. This sample was collected by Julia Slezacek of a female from Ponza Island, Italy, and procured for studies on migration by Silvia Fuselli, Steve Smith, and Leonida Fusani, to generate a chromosome level reference assembly as part of the G10K-VGP Project.","This assembly represents the principal haplotype of the diploid genome Sylvia borin and includes the chromosomes. The alternate haplotype sequences are in WGS project JACEWF000000000",40.9293,12.949173,FALSE,FALSE,"results/species/Sylvia_borin/range_raster.tif","results/species/Sylvia_borin/range_raster_goode.tif",29.05048369824,22.5526350992442,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"530","Symphodus melops","Symphodus melops",44921539,"LC",NA,"Stable","Türkiye, Syrian Arab Republic, Lebanon, Israel, Cyprus, Russian Federation, Tunisia, Morocco, Algeria, United Kingdom, Sweden, Italy, Ireland, Guernsey, Greece, Gibraltar, Germany, France, Finland, Estonia, Denmark, Croatia, Belgium, Albania, Jersey, Latvia, Lithuania, Malta, Monaco, Montenegro, Netherlands, Norway, Poland, Portugal, Slovenia, Spain, Northern Ireland, Great Britain, Spanish North African Territories, Spain (mainland), Canary Is., Baleares, Portugal (mainland), Türkiye-in-Europe, Türkiye-in-Asia, Palestine, State of, Sicilia, Sardegna, Italy (mainland), Isle of Man, Kriti, Greece (mainland), Corsica, France (mainland), East Aegean Is., Azores, Bosnia and Herzegovina, European Russia, Kaliningrad, Northwest European Russia",2015,TRUE,"Labrus melops; Labrus gibbus; Labrus gibbosus; Labrus rone; Crenilabrus couchii; Crenilabrus maelops lugubris; Labrus cornubius; Labrus venosus; Lutjanus norvegicus; Crenilabrus maelops superbus; Labrus ascanii; Lutjanus norwegicus; Crenilabrus locaninus; Perca maculosa; Labrus goldsinny; Labrus tesselatus; Crenilabrus pennantii; Crenilabrus gibbus; Symphodus melops; Crenilabrus maelops; Lutjanus melops; Crenilabrus melops","Crenilabrus melops, Crenilabrus gibbus, Lutjanus melops, Lutjanus norvegicus, Labrus melops, Labrus gibbus, Labrus rone, Labrus goldsinny, Labrus reticulatus, Labrus venosus, Labrus cornubius, Labrus tesselatus, Labrus gibbosus","Fishes","Ray-finned fishes","corkwing wrasse","GCA_947650265.1","SAMEA12219485","Cornwall | Looe | Hannafore Point","50.34256593 -4.45352696",NA,"PATRICK ADKINS | JESS THORPE",NA,"The assembly fSymMel2.1 is based on 32x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. GOAT synteny (n=24) incorrect. Observed karyotype (n=23) matches cytometry results here:
https://www.researchgate.net/profile/Guillermo-Thode/publication/237187799_ Karyotype_divergence_in_Symphodus_melops_and_Symphodus_roissali_Labridae_Pe rciforms_C-banded_and_Ag-NOR_karyotypes/links/0c96051f2307708a8e000000/Kary otype-divergence-in-Symphodus-melops-and-Symphodus-roissali-Labridae-Percif orms-C-banded-and-Ag-NOR-karyotypes.pdf",50.34256593,-4.45352696,FALSE,FALSE,"results/species/Symphodus_melops/range_raster.tif","results/species/Symphodus_melops/range_raster_goode.tif",6.52899631488208,44.5944260622682,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"531","Synchiropus picturatus","Synchiropus picturatus",170779389,"LC",NA,"Unknown","Indonesia, Malaysia, Philippines, Taiwan, Province of China",2022,TRUE,"Callionymus picturatus; Pterosynchiropus picturatus; Synchiropus picturatus","Callionymus picturatus, Callionymus zaspilus","Fishes","Ray-finned fishes","picturesque dragonet","GCA_044231675.1","SAMN43082350","Denmark: National Aquarium Denmark",NA,"Josefin Stiller, University of Copenhagen",NA,NA,NA,55.6381433,12.6560998,FALSE,FALSE,"results/species/Synchiropus_picturatus/range_raster.tif","results/species/Synchiropus_picturatus/range_raster_goode.tif",122.670665550317,3.67265447451848,TRUE,FALSE,TRUE,FALSE,6,NA,"sampling"
"532","Tachyglossus aculeatus","Tachyglossus aculeatus",21964662,"LC",NA,"Stable","South Australia, Tasmania, Northern Territory, New South Wales, Australia, Western Australia, Papua New Guinea, Victoria, Papua, Australian Capital Territory, Indonesia, Queensland",2016,TRUE,"Echidna aculeata; Echidna australis; Myrmecophaga aculeata; Tachyglossus aculeatus",NA,"Mammals","Mammals","short-beaked echidna","GCA_015852505.1","SAMN12634963","Australia: Upper Barnard River, New South Wales","31.647305 S 151.500011 E","The University of Adelaide, Australia, Tasman Daish","Tasman Daish, Frank Grutzner","The short-beaked echidna (Tachyglossus aculeatus) is a monotreme mammal found in Australia, which lays eggs. With the ability to survive underground, it has high tolerance to high levels of carbon dioxide and low levels of oxygen. Because of its shared features with mammals and reptiles, it is an important animal for understanding mammalian evolution. This sample was collected by Tasman Daish and Frank Grutzner of the University of Adelaide, procured by Guojie Zhang and Jason howard, sequencing supported by Guojie Zhang and Erich Jarvis, in collaboration with several sequencing companies (PacBio and Bionano), to generate a high-quality reference genome as part of the G10K-VGP.",NA,-31.647305,151.500011,FALSE,FALSE,"results/species/Tachyglossus_aculeatus/range_raster.tif","results/species/Tachyglossus_aculeatus/range_raster_goode.tif",134.489624838278,-25.0498379255367,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"533","Tadarida brasiliensis","Tadarida brasiliensis",22121621,"LC",NA,"Stable","Cuba, Virgin Islands, British, Panama, Argentina, Haiti, Trinidad and Tobago, Mexico, Virgin Islands, U.S., Anguilla, United States, Ecuador, Colombia, Martinique, Saint Vincent and the Grenadines, Montserrat, Barbados, Guatemala, Bolivia, Plurinational States of, Suriname, Brazil, Costa Rica, Jamaica, Peru, Honduras, Guadeloupe, Puerto Rico, French Guiana, Dominican Republic, Antigua and Barbuda, Grenada, Saint Lucia, Dominica, Aruba, Chile, Venezuela, Bolivarian Republic of, Saint Kitts and Nevis, El Salvador, Guyana, Saint Barthélemy, Bonaire, Sint Eustatius and Saba, Cayman Islands, Saint Martin (French part), Sint Maarten (Dutch part), Falkland Islands (Malvinas)",2015,TRUE,"Tadarida brasiliensis",NA,"Mammals","Mammals","Brazilian free-tailed bat","GCA_030848825.1","SAMN35075070","USA: Texas A&M campus in the city of College Station, Brazos County, Texas",NA,"Burton Lim","Michael Smotherman",NA,NA,30.6187,-96.3365,FALSE,FALSE,"results/species/Tadarida_brasiliensis/range_raster.tif","results/species/Tadarida_brasiliensis/range_raster_goode.tif",-79.0102598414365,2.05833448863887,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"534","Talpa europaea","Talpa europaea",221752294,"LC",NA,"Unknown","Austria, Albania, Liechtenstein, Slovenia, Belgium, Slovakia, Switzerland, Italy, United Kingdom, Bosnia and Herzegovina, Bulgaria, Greece, Türkiye, Belarus, Netherlands, Latvia, Sweden, Lithuania, Hungary, Croatia, Monaco, Germany, Serbia, North Macedonia, Montenegro, Poland, Romania, Moldova, Luxembourg, France, Czechia, Denmark, Estonia, Russian Federation, Ukraine, Finland, European Russia, Türkiye-in-Europe, Andorra",2024,TRUE,"Talpa europea; Talpa cinerea; Talpa uralensis; Talpa flavescens; Talpa variegata; Talpa friseus; Talpa maculata; Talpa albomaculata; Talpa scalops; Talpa alba; Talpa panici; Talpa nigra; Talpa brauneri; Talpa europaea kratochvilli; Talpa grisea; Talpa lutea; Talpa caudata; Talpa rufa; Talpa vulgaris; Talpa albida; Talpa europaea",NA,"Mammals","Mammals","European mole","GCA_964194135.1","SAMEA112468127","England|Gloucester|Newgounds","51.73 -2.4",NA,"MICHELLE O'BRIEN",NA,"The assembly mTalEur1.hap1.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Chromosome X was assigned based on synteny to GCA_950295315.1",51.73,-2.4,FALSE,FALSE,"results/species/Talpa_europaea/range_raster.tif","results/species/Talpa_europaea/range_raster_goode.tif",29.9398702152773,53.3316071718094,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
