...1,X.1,scientific_name,iucn_name,assessment_id,category,criteria,pop_trend,locations,year_published,latest,gbif_synonyms,iucn_synonyms,X,lineage,extended_lineage,english_name,accession_number_for_main_haplotype,biosample_accession,geo_location,latlon,comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
245,245,Hirundo rustica,Hirundo rustica,166369730,LC,NA,Decreasing,"Denmark, European Russia, Czechia, Türkiye, Bosnia and Herzegovina, Belarus, Sweden, Malta, Ukraine, Armenia, Slovenia, Gibraltar, North Macedonia, France, Cyprus, Hungary, Italy, Faroe Islands, Portugal, Luxembourg, Netherlands, Latvia, Azerbaijan, Austria, Norway, Ireland, Bulgaria, Poland, Spain, Croatia, Andorra, Svalbard and Jan Mayen, Germany, Serbia, Finland, Greenland, Liechtenstein, Lithuania, Estonia, Romania, Iceland, Greece, Belgium, Albania, Russian Federation, Montenegro, Moldova, United Kingdom, Georgia, Switzerland, Slovakia",2021,TRUE,Chelidon rustica; Hirundo rustica,NA,182,Birds,Birds,barn swallow,GCA_015227805.3,SAMN14675488,Italy,NA,NA,42.6384261,12.674297,TRUE,FALSE,results/species/Hirundo_rustica/range_raster.tif,results/species/Hirundo_rustica/range_raster_goode.tif,17.4680787535102,20.3752192240209,FALSE,FALSE,FALSE,FALSE
246,246,Homo sapiens,Homo sapiens,NA,NE,NA,NA,NA,NA,NA,Homo sapiens grimaldiensis; Homo palestinus; Homo aethiopicus; Homo priscus; Homo monstrosus; Homo scythicus; Homo sapiens cromagnonensis; Homo australasicus; Homo indicus; Homo melaninus; Homo capensis; Homo japeticus; Homo americanus; Homo wadjakensis; Homo neptunianus; Homo spec; Homo sinicus; Homo hyperboreus; Homo fossilis protoaethiopicus; Homo troglodytes; Homo grimaldii; Homo cafer; Homo columbicus; Homo drennani; Homo cro magnonensis; Homo sapiens cro magnonensis; Homo spelaeus; Homo arabicus; Homo fossilis proto aethiopicus; Homo hottentotus; Homo patagonus; Homo sapiens,NA,10,Mammals,Mammals,human,GCA_009914755.4,SAMN03255769,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
251,251,Hyperolius riggenbachi,Hyperolius riggenbachi,97535951,LC,NA,Decreasing,"Nigeria, Cameroon",2019,TRUE,Hyperolius benueensis; Rappia riggenbachi; Hyperolius riggenbachi riggenbachi; Hyperolius hieroglyphicus; Hyperolius riggenbachi hieroglyphicus; Hyperolius riggenbachi,NA,369,Amphibians,Amphibians,Riggenbach's reed frog,GCA_040937935.1,SAMN42123895,"USA: San Francisco, California",37.770050 N 122.466362 W,NA,37.77005,-122.466362,FALSE,FALSE,results/species/Hyperolius_riggenbachi/range_raster.tif,results/species/Hyperolius_riggenbachi/range_raster_goode.tif,10.3930382447649,6.12101538248425,TRUE,FALSE,FALSE,FALSE
252,252,Hyperoodon ampullatus,Hyperoodon ampullatus,221058609,LC,NA,Unknown,"Madeira, Canary Is., Sweden, Netherlands, Portugal, United Kingdom, Azores, Germany, Faroe Islands, Svalbard and Jan Mayen, Ireland, Norway, Iceland, Denmark, France, Gibraltar, Spain (mainland), Russian Federation, Spain",2023,TRUE,Hyperoodon rostratus; Hyperoodon butzkopf; Hyperodon butskopf; Hyperoodon hunteri; Lagenocetus latifrons; Hyperodon ampullatus; Hyperoodon borealis; Hyperoodon butzkoff; Delphinus bidentatus; Delphinus butskopf; Lagocetus latifrons; Delphinus hunteri; Hyperoodon baussardi; Delphinus diodon; Hyperadon bidens; Balaena rostrata; Hyperoodon butskopf; Hyperoodon honfloriensis; Delphinus butskode; Hyperoodon latifrons; Delphinus chemnitzianus; Delphinus bidens; Delphinus edentulus; Hyperoodon quadridens; Delphinus hyperoodon; Hyperoodon bidens; Balaena ampullata; Cetodiodon hunteri; Hyperoodon ampullatus,"Hyperoodon rostratus, Balaena ampullata",73,Mammals,Mammals,North Atlantic bottlenose whale,GCA_949752795.1,SAMEA10839125,Nova Scotia | Halifax | Dalhousie University,43.8383717 -58.9053867,"The assembly mHypAmp2.1 is based on 28x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The X chromosome was identified based on alignment with Mesoplodon densirostris (GCA_025265405.1). The order and orientation of contigs in the following regions is uncertain: SUPER_2, 131 Mb to 140 Mb; SUPER_6, 91 Mb to 102 Mb and SUPER_7, 76 Mb to 81 Mb.",43.8383717,-58.9053867,FALSE,FALSE,results/species/Hyperoodon_ampullatus/range_raster.tif,results/species/Hyperoodon_ampullatus/range_raster_goode.tif,-31.2315392787832,41.72029925625,TRUE,FALSE,FALSE,FALSE
253,253,Hyperoplus immaculatus,Hyperoplus immaculatus,44739085,DD,NA,Unknown,"United Kingdom, Netherlands, Jersey, Ireland, Guernsey, Germany, France, Belgium, Northern Ireland, Great Britain",2015,TRUE,Hyperoplus immaculatus; Ammodytes immaculatus,Ammodytes immaculatus,499,Fishes,Ray-finned fishes,greater sand eel,GCA_949357725.1,SAMEA13854416,Cornwall | whitsand bay,50.325291 -4.236297,"The assembly fHypImm3.1 is based on 31x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.325291,-4.236297,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
255,255,Jaculus jaculus,Jaculus jaculus,197517244,LC,NA,Unknown,"Libya, Algeria, Egypt, Israel, Morocco, Tunisia, Sudan, Saudi Arabia, Iran, Islamic Republic of, Western Sahara, Burkina Faso, Eritrea, Oman, Syrian Arab Republic, Mali, Mauritania, Niger, Somalia, Qatar, United Arab Emirates, Senegal, Jordan, Yemen, Kuwait, Nigeria",2021,TRUE,Jaculus jaculus; Dipus darricarrerei; Jaculus deserti fuscipes; Jaculus jaculus syrius; Jaculus jaculus whitchurchi; Jaculus loftusi vocator; Jaculus jaculus centralis; Jaculus florentiae; Jaculus florentiae oralis; Dipus macromystax; Jaculus jaculus favonicus; Jaculus deserti rarus; Dipus macrotarsus; Jaculus jaculus cufrensis; Dipus deserti; Jaculus jaculus arenaceous; Jaculus jaculus tripolitanicus; Dipus schlueteri; Jaculus deserti favillus; Dipus aegyptius; Jaculus deserti vastus; Dipus hirtipes; Jaculus jaculus sefrius; Jaculus jaculus collinsi; Dipus loftusi; Jaculus jaculus airensis; Mus jaculus,Mus jaculus,45,Mammals,Mammals,Lesser Egyptian jerboa,GCA_020740685.1,SAMN20391724,USA: San Diego,32.72 N 117.17 W,NA,32.72,-117.17,FALSE,FALSE,results/species/Jaculus_jaculus/range_raster.tif,results/species/Jaculus_jaculus/range_raster_goode.tif,30.0211702155335,24.9763122682316,TRUE,FALSE,FALSE,FALSE
264,264,Lampris incognitus,Lampris incognitus,NA,NE,NA,NA,NA,NA,NA,Lampris incognitus,NA,446,Fishes,Ray-finned fishes,smalleye Pacific opah,GCA_029633865.1,SAMN34060140,"USA: Pacific, San Diego Coast",32.650833 N 117.533611 W,NA,32.650833,-117.533611,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
268,268,Lateolabrax maculatus,Lateolabrax japonicus,1157356,LC,NA,Stable,"China, Viet Nam, Korea, Democratic People's Republic of, Japan, Korea, Republic of, Taiwan, Province of China, Australia",2023,TRUE,Lateolabrax japonicus; Percalabrax tokionensis; Percalabrax poecilonotus; Percalabrax spilonotus; Labrax japonicus; Holocentrum maculatum; Lateolabrax maculatus; Lateolabrax japonicum; Percalabrax japonicus,Labrax japonicus,535,Fishes,Ray-finned fishes,Chinese sea bass,GCA_031216445.1,SAMN36708487,China,NA,NA,35.000074,104.999927,TRUE,FALSE,results/species/Lateolabrax_japonicus/range_raster.tif,results/species/Lateolabrax_japonicus/range_raster_goode.tif,128.78187220077,33.1485786367062,NA,FALSE,FALSE,FALSE
269,269,Lathamus discolor,Lathamus discolor,130886700,CR,A3ce,Decreasing,Australia,2018,TRUE,Psittacus discolor; Lathamus discolor,NA,205,Birds,Birds,swift parrot,GCA_037157495.1,SAMN40289871,"Australia: North Bruny, Tasmania",43.164424 S 147.319128 E,NA,-43.164424,147.319128,FALSE,FALSE,results/species/Lathamus_discolor/range_raster.tif,results/species/Lathamus_discolor/range_raster_goode.tif,147.638352407976,-34.5017871793248,TRUE,FALSE,FALSE,FALSE
270,270,Latimeria chalumnae,Latimeria chalumnae,3274618,CR,A2bcd,Unknown,"Indonesia, Comoros, South Africa",2000,TRUE,Malania anjouanae; Latemaria chalumnae; Latimeria chalumnae,NA,564,Fishes,Lobe-finned fishes,African coelacanth,GCA_037176945.1,SAMN39710040,"Comoros: Grande Comore Island, Africa",11.583333 S 43.333333 E,"Hi-C data was from different individual, fLatCha2, used to generate the Pacbio HiFi long read data, fLatCha1. Thus we used Hi-C for scaffolding the primary haplotype, but could not use it for phasing each haplotype equally",-11.583333,43.333333,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
274,274,Lepidogalaxias salamandroides,Lepidogalaxias salamandroides,123378147,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",Decreasing,"Western Australia, Australia",2019,TRUE,Lepidogalaxias salamandroides,NA,428,Fishes,Ray-finned fishes,salamanderfish,GCA_049190665.1,SAMN47481373,Australia: Western Australia,34.809718 S 116.531926 E,NA,-34.809718,116.531926,FALSE,FALSE,results/species/Lepidogalaxias_salamandroides/range_raster.tif,results/species/Lepidogalaxias_salamandroides/range_raster_goode.tif,116.347993207792,-34.7299821177598,TRUE,FALSE,FALSE,FALSE
277,277,Leptosomus discolor,Leptosomus discolor,92970935,LC,NA,Decreasing,"Comoros, Mayotte, Madagascar",2016,TRUE,Cuculus discolor; Leptosomus discolor,NA,220,Birds,Birds,cuckoo-roller,GCA_034619465.1,SAMN37284216,Germany: Walsrode Bird Park,52.880915 N 9.602908 E,NA,52.880915,9.602908,FALSE,FALSE,results/species/Leptosomus_discolor/range_raster.tif,results/species/Leptosomus_discolor/range_raster_goode.tif,46.7102509379964,-19.2754112502943,TRUE,FALSE,FALSE,FALSE
278,278,Lethrinus nebulosus,Lethrinus nebulosus,237355416,LC,NA,Unknown,"Fiji, Egypt, American Samoa, Australia, Taiwan, Province of China, Viet Nam, Oman, Pakistan, Spratly Is., Singapore, New Caledonia, Maldives, Philippines, Bahrain, Thailand, South Africa, Myanmar, Madagascar, Papua New Guinea, Samoa, Qatar, Mozambique, Solomon Islands, United Arab Emirates, Japan, Tonga, British Indian Ocean Territory, Paracel Is., Comoros, Mauritius, Somalia, Cambodia, French Southern Territories, Wallis and Futuna, Yemen, Malaysia, Iran, Islamic Republic of, Djibouti, Réunion, Saudi Arabia, Tanzania, United Republic of, Sri Lanka, Brunei Darussalam, Disputed Territory, Eritrea, Jordan, Kenya, Mayotte, Israel, Kuwait, Mozambique Channel Is., Seychelles, China, Sudan, Vanuatu, Indonesia, Iraq, India, Aldabra, Ashmore-Cartier Is., Coral Sea Is. Territory, Lord Howe Is., Karnataka, Pondicherry, Northern Territory, Andaman Is., Myanmar (mainland), New South Wales, Kerala, Maharashtra, Seychelles (main island group), Goa, Coco Is., Queensland, KwaZulu-Natal, Chagos Archipelago, Tamil Nadu, Mauritius (main island), Hong Kong, Macao, Western Australia, Andhra Pradesh, Nicobar Is., Laccadive Is., Rodrigues, Timor-Leste",2024,TRUE,Lethrinus cyanoxanthus; Lethrinus fraenatus; Lethrinus carinatus; Sparus choerorynchus; Lethrinus esculentus; Lethrinus erythrurus; Lethrinus alboguttatus; Lethrinus anatarius; Lethrinus fasciatus; Lethrinus ornatus; Sciaena nebulosa; Lethrinus korely; Lethrinus gothofredi; Lethrinus perselectus; Lethrinus frenatus; Lethrinus guentheri; Lethrinus devisianus; Lethrinus centurio; Lethrinus maculatus; Lethrinus scoparius; Lethrinus aurolineatus; Lethrinus karwa; Lethrinus choerorynchus; Lethrinus nebulosus,"Lethrinus gothofredi, Lethrinus alboguttatus, Lethrinus anatarius, Lethrinus aurolineatus, Lethrinus carinatus, Lethrinus centurio, Sparus choerorynchus, Lethrinus cyanoxanthus, Lethrinus devisianus, Lethrinus erythrurus, Lethrinus esculentus, Lethrinus fasciatus, Lethrinus fraenatus, Lethrinus guentheri, Lethrinus karwa, Lethrinus korely, Lethrinus maculatus, Sciaena nebulosa, Lethrinus ornatus, Lethrinus perselectus",531,Fishes,Ray-finned fishes,spangled emperor,GCA_045362495.1,SAMN40589648,"Australia: Western Australia, SW of Barrow Island",NA,NA,-20.77692,-20.77692,FALSE,FALSE,results/species/Lethrinus_nebulosus/range_raster.tif,results/species/Lethrinus_nebulosus/range_raster_goode.tif,101.454775459398,-1.48252055470511,TRUE,FALSE,FALSE,FALSE
288,288,Lycaon pictus,Lycaon pictus,166502262,EN,C2a(i),Decreasing,"Zimbabwe, Zambia, Uganda, Togo, Tanzania, United Republic of, Eswatini, Sudan, South Sudan, South Africa, Sierra Leone, Senegal, Rwanda, Nigeria, Niger, Namibia, Côte d'Ivoire, Congo, The Democratic Republic of the, Chad, Central African Republic, Cameroon, Burundi, Burkina Faso, Botswana, Benin, Angola, Egypt, Algeria, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Malawi, Mali, Mauritania, Mozambique",2020,TRUE,Hyaena picta; Lycaon pictus,Hyaena picta,144,Mammals,Mammals,African hunting dog,GCA_040955705.1,SAMN36939365,Denmark: Ree Park,NA,NA,48.4711261,7.9464458,FALSE,FALSE,results/species/Lycaon_pictus/range_raster.tif,results/species/Lycaon_pictus/range_raster_goode.tif,26.5182414868412,-9.0844431116332,TRUE,FALSE,FALSE,FALSE
290,290,Lycodopsis pacificus,Lycodopsis pacificus,NA,NE,NA,NA,NA,NA,NA,Leurynnis paucidens; Lycodopsis pacificus; Lycodopsis pacifica; Lycodes pacificus,NA,517,Fishes,Ray-finned fishes,blackbelly eelpout,GCA_028022725.1,SAMN32629383,"USA: Monterey Bay, California",36.80463781 N 121.88689674 W,NA,36.80463781,-121.88689674,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
291,291,Lynx canadensis,Lynx canadensis,101138963,LC,NA,Stable,"United States, Canada",2016,TRUE,Lynx canadensis; Felis canadensis; Felis lynx canadensis,NA,147,Mammals,Mammals,Canada lynx,GCA_007474595.2,SAMN09948483,"USA: Aroostook County, Maine",42.2466 N 71.6746 W,This assembly represents the principal haplotype of the diploid genome Lynx canadensis and includes the chromosomes. The alternate haplotype sequences are in WGS project VHLF00000000,42.2466,-71.6746,FALSE,FALSE,results/species/Lynx_canadensis/range_raster.tif,results/species/Lynx_canadensis/range_raster_goode.tif,-108.457916121299,56.2069143170789,TRUE,FALSE,FALSE,FALSE
293,293,Macaca nemestrina,Macaca nemestrina,223433999,EN,A2cde+3cde,Decreasing,"Brunei Darussalam, Indonesia, Kalimantan, Sumatera, Malaysia, Peninsular Malaysia, Sabah, Sarawak, Thailand",2022,TRUE,Simia nemestrina; Pithecus maimon; Macaca nemestrina nucifera; Macaca broca; Simia carpolegus; ? brachyurus; Macaca nucifera; Simia fusca; Simia platypygos; Macaca libidinosus; Simia longicruris; Macaca brachyurus; Macacus brachyurus; Macacus nemestrinus; Macaca maimon; Macaca fusca; Macaca longicruris; Macaca carpolegus; Macaca platypygos; Macaca nemestrina,"Macaca platypygos, Macaca libidinosus, Macaca fusca, Macaca longicruris, Macaca maimon, Macaca nucifera, Macaca broca, Macaca carpolegus, Macaca brachyurus",18,Mammals,Mammals,pig-tailed macaque,GCA_043159975.1,SAMN41827875,"USA: Seattle, Washington",47.655548 N 122.303200 W,NA,47.655548,-122.3032,FALSE,FALSE,results/species/Macaca_nemestrina/range_raster.tif,results/species/Macaca_nemestrina/range_raster_goode.tif,108.496212309719,0.907867389897414,TRUE,FALSE,FALSE,FALSE
303,303,Megaderma spasma,Megaderma spasma,22022345,LC,NA,Unknown,"India, Lao People's Democratic Republic, Malaysia, Philippines, Sri Lanka, Myanmar, Cambodia, Viet Nam, Indonesia, Thailand, Brunei Darussalam, Singapore, Bangladesh",2019,TRUE,Megaderma spasma; Vespertilio spasma,"Megaderma horsfieldii, Vespertilio spasma",132,Mammals,Mammals,Lesser false vampire bat,GCA_043880595.1,SAMN33550865,missing,NA,NA,50.4604731,2.77133,FALSE,FALSE,results/species/Megaderma_spasma/range_raster.tif,results/species/Megaderma_spasma/range_raster_goode.tif,104.80699413228,9.80713313426054,TRUE,FALSE,FALSE,FALSE
306,306,Melanostigma gelatinosum,Melanostigma gelatinosum,NA,NE,NA,NA,NA,NA,NA,Melanostigma flaccidum; Melanostigma gelatinosum,NA,518,Fishes,Ray-finned fishes,limp eelpout,GCA_949748355.1,SAMEA12815492,Southern Ocean,-52.62375 -54.9833,"The assembly fMelGel1.1 is based on 39x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-52.62375,-54.9833,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
309,309,Melopsittacus undulatus,Melopsittacus undulatus,132056957,LC,NA,Increasing,"Puerto Rico, United States, Australia",2018,TRUE,Melopsittacus undulatus; Psittacus undulatus,NA,202,Birds,Birds,budgerigar,GCA_012275295.1,SAMN12623090,USA: New Mexico State University,32.278282 N 106.74994 W,This assembly represents the principal haplotype of the diploid genome Melopsittacus undulatus. This is the VGP trio assembly merged haplotype data and includes the chromosomes from the female as well as the Z chromosome and the mitochondrion. The #alternate maternal and paternal haplotype sequences are in WGS projects JAAVWI000000000 and JAAVWH000000000 respectively.,32.278282,-106.74994,FALSE,FALSE,results/species/Melopsittacus_undulatus/range_raster.tif,results/species/Melopsittacus_undulatus/range_raster_goode.tif,132.744616185964,-22.3790202767723,TRUE,FALSE,FALSE,FALSE
315,315,Mesoplodon bidens,Mesoplodon bidens,221059186,LC,NA,Unknown,"Spain, Portugal, Ireland, France, Sweden, Norway, Madeira, Gibraltar, Iceland, Netherlands, United Kingdom, Greece, Italy, Belgium, Canary Is., Azores, Denmark, Germany, Faroe Islands, Poland",2023,TRUE,Mesoplodon bidens; Mesodiodon sowerbyi; Heterodon dalei; Delphinus micropterus; Diodon sowerbyi; Aodon dalei; Diodon sowerbaei; Delphinorhynchus sowerbyi; Delphinus sowerbyensis; Delphinorhynchus micropterus; Micropteron bidens; Delphinus sowerbensis; Diodon sowerbi; Delphinus micropteron; Delphinus sowerbi; Delphinus sowerbyi; Nodus dalei; Physeter bidens; Ziphius sowerbensis; Ziphius sowerbii; Mesoplodon sowerbensis; Mesoplodon sowerbiensis; Micropteron sowerbiensis; Ziphius sowerbiensis; Mesoplodon sowerbyi; Ziphius micropterus; Micropteron micropterus; Mesodiodon micropterum; Delphinus dalei,Physeter bidens,71,Mammals,Mammals,Sowerby's beaked whale,GCA_964165515.1,SAMEA112165298,Oeckeroe,57.706528 11.660944,"The assembly mMesBid2.hap1.1 is based on 57x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation. the sex chromosomes were identified by read coverage and homology to Mesoplodon densirostris / mMesDen1.",57.706528,11.660944,FALSE,FALSE,results/species/Mesoplodon_bidens/range_raster.tif,results/species/Mesoplodon_bidens/range_raster_goode.tif,-27.8118469369807,45.939750402867,TRUE,FALSE,FALSE,FALSE
